,timestamp,hours
644,2017-09-09 23:40:00,2.0
645,2017-09-11 01:02:00,4.0
646,2017-09-11 01:37:00,4.0
647,2017-09-11 02:45:00,10.0
648,2017-09-11 06:32:00,16.5
649,2017-09-11 15:26:00,4.5
650,2017-09-11 17:51:00,6.0
651,2017-09-11 18:08:00,6.5
652,2017-09-11 18:27:00,7.0
653,2017-09-11 18:28:00,6.5
654,2017-09-11 18:30:00,6.5
655,2017-09-11 19:06:00,8.5
656,2017-09-11 19:10:00,10.0
657,2017-09-11 19:17:00,7.0
658,2017-09-11 19:57:00,0.5
659,2017-09-11 23:12:00,3.0
660,2017-09-11 23:41:00,2.75
661,2017-09-12 00:29:00,1.0
662,2017-09-12 16:14:00,15.0
663,2017-09-12 16:30:00,5.5
664,2017-09-12 16:32:00,3.0
665,2017-09-12 16:35:00,7.0
666,2017-09-12 16:36:00,13.5
667,2017-09-12 16:38:00,6.0
668,2017-09-12 16:41:00,7.0
669,2017-09-12 16:45:00,7.5
670,2017-09-12 20:17:00,7.5
671,2017-09-12 20:45:00,10.25
672,2017-09-12 23:33:00,11.0
673,2017-09-12 23:57:00,4.0
674,2017-09-13 00:17:00,2.0
675,2017-09-13 01:06:00,4.0
676,2017-09-13 01:57:00,7.0
677,2017-09-13 10:08:00,6.5
678,2017-09-13 16:12:00,4.5
679,2017-09-13 17:21:00,3.5
680,2017-09-13 17:29:00,6.5
681,2017-09-13 18:05:00,6.25
682,2017-09-13 18:08:00,6.5
683,2017-09-13 18:40:00,3.0
684,2017-09-13 18:57:00,7.0
685,2017-09-13 20:50:00,7.45
686,2017-09-13 20:56:00,7.0
687,2017-09-13 21:44:00,0.5
688,2017-09-13 23:18:00,8.0
689,2017-09-13 23:32:00,2.0
690,2017-09-14 10:27:00,2.5
691,2017-09-14 11:01:00,3.0
692,2017-09-14 11:35:00,6.0
693,2017-09-14 16:59:00,6.0
694,2017-09-14 17:04:00,9.5
695,2017-09-14 17:12:00,5.5
